"Name","Path","RiskScore","RiskReasons","ReferenceCount","ReferencedBy","OutputTables","IsTestFolder","IsTestName","IsDuplicate","CreatedDate","ModifiedDate"
"cisdm_progress_monitoring_trans.Dataflow","cisdm\transformations\cisdm_progress_monitoring_trans.Dataflow\mashup.pq","10","Referenced by 27 other flows - NOT SAFE TO DELETE","27","raw_cisdm_progress_monitoring.Dataflow, cis_jcampus_joins.Dataflow, jcampus_caddo_test_transforms.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","positive_prog_withRaw_%_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"credible_brs_transform.Dataflow","Credible\transformations\BRS Transforms\credible_brs_transform.Dataflow\mashup.pq","10","Referenced by 27 other flows - NOT SAFE TO DELETE","27","raw_credible_brs.Dataflow, raw_credible_brs_cross.Dataflow, raw_credible_lookup_dict.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","","False","False","False","1/2/2026 12:06:43 PM","1/2/2026 12:06:43 PM"
"gpd_entry_transforms.Dataflow","lsndc\transformations\gpd_entry_transforms.Dataflow\mashup.pq","10","Referenced by 27 other flows - NOT SAFE TO DELETE","27","raw_lsndc_exits.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow, client served transform.Dataflow, raw_lsndc_services.Dataflow","raw_lsndc_entries_DataDestination","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"sp_client_int_id_staging.Dataflow","servicepoint\transformations\sp_client_int_id_staging.Dataflow\mashup.pq","10","Referenced by 27 other flows - NOT SAFE TO DELETE","27","raw_sp_clients_new.Dataflow, active-client-service-counts.Dataflow, choice_jcampus_transforms.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow","raw_sp_clients_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"raw_credible_clients.Dataflow","Credible\raw\raw_credible_clients.Dataflow\mashup.pq","10","Referenced by 28 other flows - NOT SAFE TO DELETE","28","raw_credible_fep_assessment.Dataflow, credible_assessment_track_transform.Dataflow, staging-credible-clients-episodes.Dataflow, staging_credible_addresses.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","raw_credible_clients_DataDestination","False","False","False","1/2/2026 12:06:43 PM","1/14/2026 10:48:00 AM"
"cis_accred_transforms.Dataflow","cisdm\transformations\cis_accred_transforms.Dataflow\mashup.pq","10","Referenced by 29 other flows - NOT SAFE TO DELETE","29","raw-cisdm-accreditation.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow, raw-cisdm-accreditation.Dataflow, raw-cisdm-accreditation.Dataflow, raw-cisdm-accreditation.Dataflow, raw-cisdm-accreditation.Dataflow","","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"stage6_attendance_final.Dataflow","servicepoint\transformations\Lighthouse Attendance\stage6_attendance_final.Dataflow\mashup.pq","10","Referenced by 32 other flows - NOT SAFE TO DELETE","32","stage4_sessions_attended.Dataflow, stage5_sessions_possible.Dataflow, stage3_client_master.Dataflow, stage5_sessions_possible.Dataflow, lighthouse_grades_transform.Dataflow, lighthouse_client_attend_final.Dataflow, lighthouse_client_attend_final.Dataflow, lighthouse_client_attend_final.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","","False","False","False","1/6/2026 11:02:08 AM","1/14/2026 10:48:00 AM"
"lighthouse_grades_transform.Dataflow","servicepoint\transformations\lighthouse_grades_transform.Dataflow\mashup.pq","10","Referenced by 33 other flows - NOT SAFE TO DELETE","33","stage1_clean_entries.Dataflow, stage2_clean_services.Dataflow, stage3_client_master.Dataflow, stage1_clean_entries.Dataflow, stage2_clean_services.Dataflow, stage3_client_master.Dataflow, stage5_sessions_possible.Dataflow, stage6_attendance_final.Dataflow, raw_lighthouse_grades.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, sp_client_int_id_staging.Dataflow","","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"cis_jcampus_joins.Dataflow","cis_jcampus_joins.Dataflow\mashup.pq","10","Referenced by 34 other flows - NOT SAFE TO DELETE","34","pipe_caddo_attend.Dataflow, pipe_caddo_referrals.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow, raw_cisdm_caselist.Dataflow, lighthhouse_dates.Dataflow, stage5_sessions_possible.Dataflow, lighthouse_client_attend_final.Dataflow, raw_cisdm_progress_monitoring.Dataflow, cisdm_progress_monitoring_trans.Dataflow, jcampus_caddo_test_transforms.Dataflow, raw_caddo_attend_summary.Dataflow","cis_grades_wJcampus_DataDestination","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"pipe_caddo_attend.Dataflow","jcampus\raw\pipe_caddo_attend.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_daily_attend_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"pipe_caddo_grades.Dataflow","jcampus\raw\pipe_caddo_grades.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_grades_export_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"pipe_caddo_referrals.Dataflow","jcampus\raw\pipe_caddo_referrals.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_referrals_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_caddo_locator.Dataflow","jcampus\raw\raw_caddo_locator.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_student_locator_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"raw_cisdm_caselist.Dataflow","cisdm\raw\raw_cisdm_caselist.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","cis_clients_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"raw_cisdm_caseManagement_entries.Dataflow","raw_cisdm_caseManagement_entries.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","case_management_entries_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_desoto_attendance.Dataflow","raw_desoto_attendance.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","desoto_daily_attend_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_desoto_grade_detail.Dataflow","raw_desoto_grade_detail.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_desoto_outreach.Dataflow","Credible\raw\raw_desoto_outreach.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","desoto_outreach_DataDestination","False","False","False","1/2/2026 12:06:43 PM","1/2/2026 12:06:43 PM"
"raw_desoto_referral_detail.Dataflow","raw_desoto_referral_detail.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","desoto_referrals_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_kudos_submissions.Dataflow","admin\app dev\raw_kudos_submissions.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","kudos_submissions_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
